Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
y***p,ITEL S23 Plus 8/256GB NFC Garansi Resmi,Varian: Promo Orange,mantaaaapp,5,1 bulan lalu
Rina,ITEL VistaTab 30 11 inci 4/128GB - Garansi Resmi,Varian: Blue,"Barang tiba cepat, seller ok, sukses selalu",5,1 bulan lalu
A***l,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,okk,5,1 bulan lalu
b***t,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,pengiriman rapi seller responsivd,5,1 bulan lalu
M,ITEL A70 4/64GB - Garansi Resmi,Varian: Promo Green,barang sesuai pesanan pengiriman cepat original top toko nya makasih semoga awet,5,1 bulan lalu
Dody,Samsung Galaxy Z Fold5 12/256GB - Garansi Resmi,Varian: Black,"seller sangat responsive, barang sesuai pesanan.. original.",5,1 bulan lalu
Nur,"Apple MacBook Air (13 inci, M1 2020) 8GB RAM, 256GB SSD-Garansi Resmi",Varian: Promo Grey,"Semuanya baik-baik saja, packing, pengiriman, produk masih tersegel. Namun karena ini produk lama maka yang harus dipertimbangkan adalah baterai sudah sejak 2020/produk i...",5,1 bulan lalu
toe,Samsung Galaxy Tab A9 WIFI 4/64GB Garansi Resmi,Varian: Graphite,barang bagus sesuai dg merek samsung,5,1 bulan lalu
yudha,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Green,"barang bagus, worth to buy, seller respon oke",5,1 bulan lalu
M,ITEL A70 4/64GB - Garansi Resmi,Varian: Promo Gold,Pesanan sampai pengiriman cepat barang ori top amanan toko nya,5,1 bulan lalu
m***d,Xiaomi Redmi 13 8/256GB - Garansi Resmi,Varian: Promo Black,barang diterima dengan baik dan packing rapi  Barangnya original 👍,5,1 bulan lalu
A***P,ITEL P55 4G NFC 8+16/128GB - Garansi Resmi,Varian: Promo Gold,"Barang baru, segel resmi, packing aman dan kurir mantap (silent operation namun barang sampai di alamat yg tepat) reccommended seller dan kurir si Cepat",5,1 bulan lalu
anwar,Tambahan kardus,Varian barang tidak ditemukan,aman,5,1 bulan lalu
a***r,OPPO Reno 8T 5G 8/128GB - Garansi Resmi,Varian: Gold,ok lh Barangnya original 👍 Ada garansi resmi Spesifikasi sesuai Warna sesuai pesanan Barangnya mulus Berfungsi dengan baik Suara jernih Kamera tajam,5,1 bulan lalu
A***i,Samsung Galaxy Tab A9+  8/128GB Garansi Resmi,Varian: Promo Navy,"bagus, barang berfungsi dengan baik, mudah2an awet",5,1 bulan lalu
m***i,Xiaomi POCO C65 NFC 6/128GB - Garansi resmi,Varian: Black,barang original,5,1 bulan lalu
r***t,iPhone 15 Pro Max 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 256GB,terima kasih barang sudah sampai dengan selamat,5,1 bulan lalu
Siswandi,Samsung Galaxy A05 4/128GB Garansi Resmi,Varian: Promo Black,mantab Om.... lanjutkan Om.. biar langganan..,5,1 bulan lalu
Muhamad,Xiaomi Poco X5 5G 6/128 GB Garansi Resmi,Varian: Promo Black,mantap barangnya original,5,1 bulan lalu
Firza,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 128GB,mantap masih segel semua dan aman,5,1 bulan lalu
YYY,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,"barang sesuai, berfungsi dengan baik pengiriman cepat. terima kasih",5,1 bulan lalu
Jimmy,iPhone 15 Plus 128GB 256GB 512GB Garansi Resmi,Varian: Black - 128,"Bagus, terima kasih",5,1 bulan lalu
M***i,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,mantaps kualitas nya ga gagaaal jossssssss,5,1 bulan lalu
Dmitrii,NOKIA 105 SIMBA 2022 Garansi Resmi Tam,Varian: Blue,can you please send me this item again? i haven't received it. It's hard to understand that app because i don't know Indonesian language,1,1 bulan lalu
M***r,Xiaomi Redmi 13C Support NFC 8/256GB - Garansi Resmi,Varian: Promo Black,"barang ORI pengiriman cepat 
saya beli hp di dua tempat dan disini gercep langsung kirim",5,1 bulan lalu
Abung,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Green,"Barang sesuai harga, pengiriman tepat waktu, semoga awet",5,1 bulan lalu
B***r,Infinix Hot 40i 8/256GB - Garansi Resmi,Varian: Promo Blue,Ulasan tidak ditemukan,5,1 bulan lalu
NURRUDIN,Infinix Note 40 4G 8/256GB - Garansi Resmi,Varian: Promo Gold,"mantap, seller responsif,mantap bini suka",5,1 bulan lalu
N***h,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,"Brg sdh diterima dgn baik kaa, sesuai pesanan jg warna pink. Dpt harga sale 9.2jt an,, mantap bgt. Makasih Pandawatiga dan tokopedia, sukses selalu,,",5,1 bulan lalu
G***o,ITEL VistaTab 30 11 inci 4/128GB - Garansi Resmi,Varian: Grey,"barang oke, pengiriman juga sesuai..terimakasih",5,1 bulan lalu
O***o,Samsung Galaxy Z Fold5 12/256GB - Garansi Resmi,Varian: Promo Ice Blue,"Terpercaya dan Admin responsif terus (tanya jawab lancar) padahal barang sudah nyampe di tangan saya. Awalnya ragu, tapi ternyata saya salah. Harga dan kualitas top 👍🏻",5,1 bulan lalu
P***o,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Black - Promo 128GB,Trusted,5,1 bulan lalu
Chandra,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Black,"pelayanan mantap, barang bagus, pengiriman cepat",5,1 bulan lalu
Intan,Laptop Advan Soulmate 4/128GB - Intel Celeron N4020,Varian: Promo Black,"Alhamdulillah mendarat dengan Sempurna packing Apik tebal banget recommended seller tidak udah ragu untuk CO di toko ini, karena saya sudah 2 X Ambil barang ini sangat ba...",5,1 bulan lalu
C***o,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Starlight,mantappppp🔥,5,1 bulan lalu
Hisham,Xiaomi POCO X6 Pro 5G 12/512GB - Garansi Resmi,Varian: Promo Grey,barang ori dan pastinya masih baru dan segel. semoga tahan lama top lah toko ini. bagi yg mau beli jangan ragu yuk langsung cusss co(btw nulis ini pake hp poco x6 pro nya...,5,1 bulan lalu
Achmad,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,Reseller ramah sip,5,1 bulan lalu
W***g,iPhone 15 Pro Max 256GB 512GB 1TB Garansi Resmi,Varian: Black - 256,"Seller sangat membantu. Harga murah, kualitas bagus. Garansi sesuai penjelasan. Sudah pembelian ke 3, puas",5,1 bulan lalu
B***n,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,Barang sesuai pesanan dan packing OK,5,1 bulan lalu
Andhi,Laptop Advan Soulmate 4/128GB - Intel Celeron N4020,Varian: Promo Black,"Saya sangat puas dengan Laptop Advan Soulmate yang baru saya beli. Dengan harga yang terjangkau, laptop ini menawarkan performa yang baik dan desain yang sederhana namun...",5,1 bulan lalu
n***a,Xiaomi POCO C65 NFC 6/128GB - Garansi resmi,Varian: Promo Purple,"bagus, toko amanah",5,1 bulan lalu
K***h,Advan TAB VX Lite 10.4” 6/128GB TABLET Dual SIM Card Garansi Resmi,Varian: Promo Grey,"keren, sesuai deskripsi, layar besar dan jernih, dapat harga promo, seller responsif, semoga awet",5,1 bulan lalu
Sigit,Xiaomi Poco X5 5G 8/256GB Garansi Resmi,Varian: Promo Black,Barang original. Berkah. Sukses selalu.,5,1 bulan lalu
Andika,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"Suka banget sama pelayanan, barangnya sampai ke kalimantan dengan baik. Terima kasih mimin sukses selalu",5,1 bulan lalu
Muhammad,Xiaomi Mi Pad 6 8/256GB - Garansi Resmi,Varian: Blue,"wow, adminnya dah cowok yang love language nya by action, pura pura belum dikirim, eh gercep tiba tiba ada paket ke kantor, love u bejibun admin, bakal cari unit lain kal...",5,1 bulan lalu
Boby,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"Respon seller bagus, pengiriman cepat, packingnya tebel bgt itu bubblewrap😅. Pesanannya sesuai dan sudah dicoba semuanya oke, buat nonton lumayan, kalo suara speakernya...",5,1 bulan lalu
N***a,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Black,Ulasan tidak ditemukan,5,1 bulan lalu
A***p,ITEL P55 4G NFC 8+16/128GB - Garansi Resmi,Varian: Promo Blue,barang sudah diterima packing rapi dan barang sesuai deskripsi,5,1 bulan lalu
h***r,ADVAN Laptop Workplus AMD RYZEN 5 6600H 14'' FHD IPS 16/512GB Win 11,Varian: Promo Silver,puas dg harga. semoga gada isu hardware kayak orang lain.,5,1 bulan lalu
A***r,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,makasih bosku,5,1 bulan lalu
A***r,VIVO V30 5G 8/256GB - Garansi Resmi,Varian: Green,makasih bosku,5,1 bulan lalu
Sumarno,ITEL P55 4G NFC 8+16/128GB - Garansi Resmi,Varian: Gold,"Barang telah diterima dengan baik.
Spec mantab, terima kasih.",5,1 bulan lalu
F***i,Xiaomi POCO C65 NFC 8/256GB - Garansi resmi,Varian: Black,sesuai pesanan,5,1 bulan lalu
r***a,Samsung Galaxy S23 FE 5G 8/256GB Garansi Resmi,Varian: Promo Graphite,Barangnya original 👍 Ada garansi resmi,5,1 bulan lalu
KudaPutih,Xiaomi Redmi 13 8/128GB - Garansi Resmi,Varian: Promo Black,"seller responsif, original, sesuai deskripsi, semoga awet Barangnya original 👍 Kemasan disegel Warna sesuai pesanan Kelengkapan sesuai Spesifikasi sesuai Berfungsi denga...",5,1 bulan lalu
B***i,Samsung Galaxy Tab S8 Ultra 5G 12/256GB Garansi Resmi,Varian: Promo Graphite,"Barang ori, masih segel",5,1 bulan lalu
P***o,ITEL S23 Plus 8/256GB NFC Garansi Resmi,Varian: Promo Orange,"Ok packingnnya keren safety banget, dan fast respon..💯",5,1 bulan lalu
W***u,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,mantap.. fast respon + barang original,5,1 bulan lalu
S***s,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Pink - Promo 128GB,Ulasan tidak ditemukan,5,1 bulan lalu
M***f,iPhone 11 Internal 64 GB iBox - Garansi Resmi,Varian: Promo Hitam,excellent,5,1 bulan lalu
Mbah,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,barang sampe dengan selamat,5,1 bulan lalu
K***g,ITEL P55 4G NFC 8+16/128GB - Garansi Resmi,Varian: Promo Blue,Barang sudah diterima dengan baik. Sudah dicoba sesuai deskripsi,5,1 bulan lalu
N***r,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Green,"wihh mantab baru kemarin pesen eh hari ini dah sampe, padahal estimasi tanggal 2-4 juli, barang juga aman banget gada lecet satu pun karna bubble wrap nya tebel banget. m...",5,1 bulan lalu
Krisna,Xiaomi POCO M6 Pro 8/256GB - Garansi Resmi,Varian: Promo Black,"lumayan galak juga, akhirnya bisa main game kesayangan... sorry baru ulas hehe",5,1 bulan lalu
N***n,"Samsung Galaxy Tab S9+ [12,4""] 12/256GB Garansi Resmi",Varian: Graphite,"alhamdulillah, sesuai hasil diskusi tanya2 d chat. adminnya ramah, selalu jawab kl ditanya2 Ada garansi resmi Ada garansi toko. Barangnya original 👍",5,1 bulan lalu
N***a,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,Ulasan tidak ditemukan,5,1 bulan lalu
Wahyudi,Infinix Note 40 Pro 5G 8/256GB - Garansi Resmi,Varian: Promo Green,pengiriman cepat barang ORI sdh 2x order,5,1 bulan lalu
budi,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,barang sudah diterima dengan baik,5,1 bulan lalu
Reynaldy,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 128GB,"terima kasih, iphone sesuai iklan, resmi indo",5,1 bulan lalu
Denny,"Samsung Galaxy Tab S9+ [12,4""] 12/256GB Garansi Resmi",Varian: Graphite,"packaging nya bagus, aman, kiriman cepat,... sellernya ramah 👍🙏",5,1 bulan lalu
G***i,iPhone 11 Internal 64 GB iBox - Garansi Resmi,Varian: Promo Putih,"barang segel original
pelayanan dari seller sangat sabar dan ramah menjawab pertanyaan 
terimakasih",5,1 bulan lalu
Nurholis,Infinix Hot 40i 8/256GB - Garansi Resmi,Varian: Promo Gold,"pesanan datang dengan cepat dan aman 
barang datang sesuai pesanan masih tersegel utuh terima kasih buat sellernya mantap pokonya👍👍",5,1 bulan lalu
h***y,Samsung Galaxy Tab S9 FE 5G 6/128GB Garansi Resmi,Varian: Promo 6/128GB - Grey,"barang ok, ori n cepettt nyampenya. sesuai spek... keren",5,1 bulan lalu
T***k,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"well received, tinggal dicoba nyala, msh segel",5,1 bulan lalu
Ar,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,"Barng originally, segel, kemasan baik. Tapi gk ada kartu garansi maupun nota nya",4,1 bulan lalu
Samiel,Samsung Galaxy S24 8/256GB - Garansi Resmi,Varian: Promo Black,"mantep..pelayanan gercep..barang sesuai, seller ramah..thank u..semoga next beli lagi dr sini",5,1 bulan lalu
A***e,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Green,The best selller..!!! Sat set ga pake lama lgsg d kirim.. recommend bgt..!!!,5,1 bulan lalu
g***s,OPPO Reno8 5G 8/256GB - Garansi Resmi,Varian: Promo Gold,Barangnya original 👍 Ada garansi resmi Kemasan disegel,5,1 bulan lalu
A***l,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,"Dapat PA/A, pengiriman bubble wrap tebal, sangat aman",5,1 bulan lalu
e***d,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,"Paket datang langsung video unboxing terus di cas normal ,laptop nyala dan konek ke wifi lalu download update setelah itu cek fungsi jalan semua ( touchscreen, keyboard,...",5,1 bulan lalu
Louis,Samsung Galaxy Z Flip5 8/256GB - Garansi Resmi,Varian: Promo Green,Barangnya original 👍 Kemasan disegel Ada garansi resmi Spesifikasi sesuai Warna sesuai pesanan Kelengkapan sesuai  Penjualnya ramah banget Packaging rapi Proses pesanan...,5,1 bulan lalu
u***y,Samsung Galaxy S24 Ultra 12/512GB - Garansi Resmi,Varian: Promo Grey,seller ramah dan gercep. barang sesuai pesanan dan di lampiri faktur pembelian. ori dan berkualitas. thanks pandawa tiga,5,1 bulan lalu
Beri,Xiaomi Redmi 13C Support NFC 8/256GB - Garansi Resmi,Varian: Black,ok gas,5,1 bulan lalu
Irvan,Infinix Hot 40i 8/256GB - Garansi Resmi,Varian: Black,"Puas dengan pelayanan, harga terbaik - respon baik - pengiriman cepat dan tanpa kendala kurir.",5,1 bulan lalu
m***y,NOKIA 105 SIMBA 2022 Garansi Resmi Tam,Varian: Promo Blue1,"barang ORI
terima kasih",5,1 bulan lalu
R***i,Samsung Galaxy S24 Ultra 12/512GB - Garansi Resmi,Varian: Promo Black,"trims untuk seller yang menginfokan dan tetap mengupayakan pengiriman unit, didapat dgn harga terbaik saat promo 6 6, unit dikirimkan dgn aman, sesuai deskripsi",5,1 bulan lalu
H***a,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,ip original dg garansi ibox. semoga tidak ada kendala,5,1 bulan lalu
S***m,Samsung Galaxy Tab A9+  8/128GB Garansi Resmi,Varian: Graphite,"Pelayanan cepat, sesuai & memuaskan. Pengemasan barang jg cukup aman disertai dgn box tambahan & bubble wrap. Highly Recommended Seller 👍",5,1 bulan lalu
Muhammad,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 128GB,"Mantap barangnya garansi ******,alhamdulillah driver nya amanah, barang sampai dirumah dengan aman",5,1 bulan lalu
Tholethole,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Green,"seller sangat responsif dalam memproses pesanan. kualitas pengemasan barang sangat baik dan aman untuk barang.

barang original dan berfungsi dengan baik sesuai dengan de...",5,1 bulan lalu
Wir,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"Unit datang dalam keadaan aman dan tersegel, pengiriman sat set sat set ga pake ribet. Admin responsif. Mudah-mudahan unit awet dan lancar jaya. Top Markotop pokonya untu...",5,1 bulan lalu
Yogi,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"Barang masih segel, packing aman menggunakan bubble wrap yg tebal berlapis2👍🏼",5,1 bulan lalu
Aldis,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"barang diterima dengan selamat.. aman sentosa.. cuma mungkin bisa dipercepat proses pengirimannya ya.. pesen pagi pake instant, sore barangnha baru meluncur. jadi harus n...",5,1 bulan lalu
A***f,Tecno Spark 20C NFC 8/128GB - Garansi Resmi,Varian: White,respon dan pengiriman penjual gercep packing jg aman di pakein tambahan kardus klo toko yg lain2 cm bubble wrap aj,5,1 bulan lalu
Rifyal,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,pengiriman cepat,5,1 bulan lalu
Apple,NOKIA 105 SIMBA 2022 Garansi Resmi Tam,Varian: Promo Blue1,"Packing aman, barang sesuai bagus bgt, recommended seller, thx",5,1 bulan lalu
Muhammad,Samsung Galaxy M54 5G 8/256GB - Garansi Resmi,Varian: Promo Silver,"Barangnya original 👍, Kemasan disegel Spesifikasi sesuai, Ada garansi resmi, Warna sesuai pesanan, Kelengkapan sesuai, Packaging aman 🙏",5,1 bulan lalu
Bariq,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,Mantap,5,1 bulan lalu
Dudy,Samsung Galaxy Z Flip5 8/256GB - Garansi Resmi,Varian: Promo Graphite,Barangnya original 👍 Ada garansi resmi Kelengkapan sesuai Warna sesuai pesanan Kemasan disegel Spesifikasi sesuai Berfungsi dengan baik Packaging aman 🙏 Packaging rapi,5,1 bulan lalu
A***i,Samsung Galaxy Buds FE,Varian: Promo White,Ulasan tidak ditemukan,5,1 bulan lalu
Patar,Samsung Galaxy Z Flip5 8/256GB - Garansi Resmi,Varian: Promo Green,Barangnya original 👍 Ada garansi resmi Kemasan disegel Kelengkapan sesuai,5,1 bulan lalu
E***y,ADVAN Notebook AI-Gen RYZEN 7 16/512GB - Garansi Resmi,Varian: Promo Silver,"admin ok, tim service gudang ok, sales ok, sejauh ini trouble solved, thanks",5,1 bulan lalu
Wiryawan,Samsung Galaxy S23 Ultra 5G 12/256GB Garansi Resmi,Varian: Cream,"Produk diterima sesuai uraian penjual.
Packing aman. Pengiriman cepat. Berfungsi dengan baik.",5,1 bulan lalu
Achmad,ITEL RS4 NFC 12/256GB - Garansi Resmi,Varian: Promo Black,Barangnya original 👍,5,1 bulan lalu
SIGIT,Xiaomi Poco X5 5G 6/128 GB Garansi Resmi,Varian: Promo Black,Sudah pernah beli dan pakai seri Poco X5 ini sangat rekomendasi untuk HP pribadi skala nyaman.,5,1 bulan lalu
Meryl,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,Pengiri an cepat packaging rapi. Barang original n berfungsi baik. Thank you,5,1 bulan lalu
rendypramandha,Samsung Galaxy Buds FE,Varian: Promo White,"1 kata pertama : WOW
buat sy yg semi-audiophile ini dapet banget, sound quality_nya pas, balance/flat kyk gini emang keren, detail & separasi suaranya pas, soundstage...",5,1 bulan lalu
Hery,Samsung Galaxy Tab A9+  8/128GB Garansi Resmi,Varian: Promo Graphite,"barang ori, packing safety banget, proses cepat",5,1 bulan lalu
Yayuk,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,barang original.. pengiriman cepat,5,1 bulan lalu
Han,Samsung Galaxy Tab A9 LTE 4/64GB Garansi Resmi,Varian: Promo Graphite,"barang telah sampai , kemasan rapi aman, berfungsi baik.",5,1 bulan lalu
D***i,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,"Tab sesuai dengan deskripsi, berfungsi dengan baik, packing rapi dan aman, serta seller responsif",5,1 bulan lalu
S***a,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,"paket telah di terima dengan aman, segel garansi resmi, terima kasih",5,1 bulan lalu
S***a,Infinix Smart 8 3/64GB - Garansi Resmi,Varian: Promo Green,Ada garansi resmi Barangnya original 👍 RAM besar Resolusi kamera bagus Baterenya awet Performa lancar Enak buat gaming Penjualnya ramah banget Proses pesanan cepat Packa...,5,1 bulan lalu
omopik,Samsung Galaxy S24 Ultra 12/512GB - Garansi Resmi,Varian: Promo Violet,"alhamdulillah sudah sampai paket sesuai deskripsi 
awalnya rafu masa iya storage 512gb cm 18jt.....tp walhamdulillah masyaAllah emg iya..barang datang segel dan garansi s...",5,1 bulan lalu
F***A,Samsung Galaxy A55 5G 8/256GB - Garansi Resmi,Varian: Promo Blue,"seller responsif, hp berfungsi normal, semoga awet",5,1 bulan lalu
Kurnia,VIVO Y17s 6/128GB - Garansi Resmi,Varian: Promo Green,Spesifikasi sesuai Proses pesanan cepat,5,1 bulan lalu
I***n,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,"barang sesuai deskripsi, penjual recommended pengiriman aman diterima dengan baik. Terima kasih",5,1 bulan lalu
I***n,Temperred Glass / Anti Gores Kaca / Anti Gores Handphone,Varian: TABLET FULL,done good,5,1 bulan lalu
Arief,Xiaomi Redmi Note 13 Pro 5G 8/256 - Garansi Resmi,Varian: Midnight Black,Mantap barang bagus,5,1 bulan lalu
M***i,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,kerennn pokoknyaaa,5,1 bulan lalu
M***i,Infinix Smart 8 3/64GB - Garansi Resmi,Varian: Promo Black,mantaps jiwaaaaaaa,5,1 bulan lalu
bby,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,si ade suka banget 😙😙😙,5,1 bulan lalu
M***d,ITEL P55 4G NFC 8+16/128GB - Garansi Resmi,Varian: Promo Black,"Maaf telat Review dan juga tanpa foto. Untuk kinerja ponsel, bagus. RAM nya memang besar. Yang pasti, Dia senang.",5,1 bulan lalu
Malik,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,Ulasan tidak ditemukan,5,2 bulan lalu
l***a,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,barang resmi,5,2 bulan lalu
Kesesi,Samsung Galaxy A54 5G 8/256GB Garansi Resmi,Varian: Promo White,cepat langsung kirim dan barangnya sesuai,5,2 bulan lalu
gilang,OPPO A60 8/128GB - Garansi Resmi,Varian: Promo Blue,Barangnya original 👍 Ada garansi resmi Kemasan disegel Spesifikasi sesuai Kelengkapan sesuai Barangnya mulus Berfungsi dengan baik Penjualnya ramah banget Proses pesanan...,5,2 bulan lalu
Lukito,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,Brgnya Bgs sesuai orderan dan Ori . waktu pengiriman cukup cepat,5,2 bulan lalu
nisrina,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Pink - Promo 128GB,Ori ibox barang aman admin gercep sangat membantu,5,2 bulan lalu
Luhur,iPhone 15 Pro Max 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 256GB,Recommended seller. Admin fast respon. Barang original garansi tam. Pengiriman cepat,5,2 bulan lalu
Indra,Xiaomi POCO M6 Pro 8/256GB - Garansi Resmi,Varian: Promo Black,barang oce,5,2 bulan lalu
Achmad,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,barang sesuai yg ku mau 👌,5,2 bulan lalu
Achmad,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,mantab Reseller,5,2 bulan lalu
Achmad,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,"Reseller amanah, barang sesuai permintaan 👍smoga terjalin kerjasama yg baik",5,2 bulan lalu
Achmad,DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Varian: Touchscreen - Promo,Reseller sangat amanah & barang sesuai permintaan tx seller,5,2 bulan lalu
Ade,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,Varian: Promo Graphite,Mantap barang nya masih segel dan ori,5,2 bulan lalu
N***y,iPhone 11 Internal 64 GB iBox - Garansi Resmi,Varian: Promo Putih,Bagus mantap,5,2 bulan lalu
Trijoko,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,Toko menjual harga termurah dengan garansi resmi....mantabss,5,2 bulan lalu
R***i,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Blue - Promo 256GB,"Sudah sampai packing aman, seller responsive..kita Coba dulu 1 bln ya hihi",5,2 bulan lalu
w***n,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Grey,"pengiriman luar biasa cepat, servis mantap, barang original pastinya",5,2 bulan lalu
Yosua,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Black - Promo 128GB,"iPhone nya sampai bubble wrap nya tebel, terima kasih tow. Semoga gak ada kendala ✌🏻",5,2 bulan lalu
Vian,Xiaomi Poco M5S NFC 4/64GB Garansi Resmi,Varian: Promo Grey,"revommended seller ,barang ori masih full segel, pelayanan cepat",5,2 bulan lalu
A***i,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Black - Promo 128GB,keren,5,2 bulan lalu
R***y,iPhone 15 128GB 256GB 512GB Garansi Resmi,Varian: Pink - Promo 128GB,Green peel semua aman.,5,2 bulan lalu
Corona,ITEL A70 4/64GB - Garansi Resmi,Varian: Promo Black,oke sesuai pesanan,5,2 bulan lalu
a***s,Xiaomi Redmi 13C Support NFC 8/256GB - Garansi Resmi,Varian: Promo Black,penjual terbaik di tokped untuk beli hp dengan harga lebih murah. mantapp,5,2 bulan lalu
S***a,Infinix Smart 8 3/64GB - Garansi Resmi,Varian: Promo Black,Ada garansi resmi Barangnya original 👍 RAM besar Resolusi kamera bagus Baterenya awet Performa lancar Enak buat gaming Penjualnya ramah banget Proses pesanan cepat Packa...,5,2 bulan lalu
S***a,Xiaomi Redmi 12 8/256GB Garansi Resmi,Varian: Promo Black,"paket telah di terima dengan aman, barang segel garansi resmi , terima kasih",5,2 bulan lalu
A***a,"Samsung Galaxy Tab S9 WIFI [11""] 8/128GB - Garansi Resmi",Varian: Promo Grey,best price 👏🏻,5,2 bulan lalu
Tunggul,iPhone 13 128GB 256GB 512GB Garansi Resmi,Varian: Promo 128GB - Merah Muda,mantab,5,2 bulan lalu
Dhent,iPhone 15 Pro 128GB 256GB 512GB 1TB Garansi Resmi,Varian: Natural - Promo 128GB,Terimakasih,5,2 bulan lalu
Adzkan,ITEL A70 4/64GB - Garansi Resmi,Varian: Promo Blue,"tengkiyu.. terima kasih,  hatur nuhun, kamasia,",5,2 bulan lalu
